frame_index,source_frame_idx,frame_mean_pixel_error,frame_point_count
0,9154,0.0,15
1,9155,0.0,15
2,9156,0.0,15
3,9157,0.0,15
4,9158,0.0,15
5,9159,0.0,15
6,9160,0.0,10
7,9161,0.0,15
8,9162,0.0,15
9,9163,0.0,15
10,9164,0.0,15
11,9165,0.0,15
12,9166,0.0,15
13,9167,0.0,15
14,9168,0.0,15
15,9169,0.0,15
16,9170,0.0,15
17,9171,0.0,15
18,9172,0.0,15
19,9173,0.0,10
20,9174,0.0,15
21,9175,0.0,15
22,9176,0.0,15
23,9177,0.0,10
24,9178,0.0,10
25,9179,0.0,10
26,9180,0.0,15
27,9181,0.0,15
28,9182,0.0,15
29,9183,0.0,15
30,9184,0.0,15
31,9185,0.0,15
32,9186,0.0,15
33,9187,0.0,15
34,9188,0.0,15
35,9189,0.0,15
36,9190,0.0,15
37,9191,0.0,10
38,9192,0.0,15
39,9193,0.0,15
40,9194,0.0,15
41,9195,0.0,10
42,9196,0.0,15
43,9197,0.0,15
44,9198,0.0,15
45,9199,0.0,10
46,9200,0.0,15
47,9201,0.0,15
48,9202,0.0,15
49,9203,0.0,15
50,9204,0.0,15
51,9205,0.0,15
52,9206,0.0,15
53,9207,0.0,15
54,9208,0.0,15
55,9209,0.0,15
56,9210,0.0,15
57,9211,0.0,15
58,9212,0.0,5
59,9213,0.0,15
60,9214,0.0,15
61,9215,0.0,15
62,9216,0.0,10
63,9217,0.0,15
64,9218,0.0,15
65,9219,0.0,15
66,9220,0.0,15
67,9221,0.0,15
68,9222,0.0,15
69,9223,0.0,10
70,9224,0.0,10
71,9225,0.0,15
72,9226,0.0,15
73,9227,0.0,15
74,9228,0.0,10
75,9229,0.0,10
76,9230,0.0,15
77,9231,0.0,10
78,9232,0.0,10
79,9233,0.0,10
80,9234,0.0,14
81,9235,0.0,15
82,9236,0.0,10
83,9237,0.0,10
84,9238,0.0,13
85,9239,0.0,15
86,9240,0.0,15
87,9241,0.0,15
88,9242,0.0,5
89,9243,0.0,15
90,9244,0.0,14
91,9245,0.0,15
92,9246,0.0,5
93,9247,0.0,15
94,9248,0.0,15
95,9249,0.0,15
96,9250,0.0,15
97,9251,0.0,15
98,9252,0.0,15
99,9253,0.0,15
100,9254,0.0,15
101,9255,0.0,15
102,9256,0.0,15
103,9257,0.0,15
104,9258,0.0,15
105,9259,0.0,15
106,9260,0.0,15
107,9261,0.0,15
108,9262,0.0,15
109,9263,0.0,15
110,9264,0.0,15
111,9265,0.0,15
112,9266,0.0,15
113,9267,0.0,15
114,9268,0.0,15
115,9269,0.0,15
116,9270,0.0,15
117,9271,0.0,15
118,9272,0.0,15
119,9273,0.0,15
120,9274,0.0,10
121,9275,0.0,15
122,9276,0.0,15
123,9277,0.0,15
124,9278,0.0,15
125,9279,0.0,15
126,9280,0.0,15
127,9281,0.0,15
128,9282,0.0,15
129,9283,0.0,15
130,9284,0.0,15
131,9285,0.0,15
132,9286,0.0,15
133,9287,0.0,15
134,9288,0.0,15
135,9289,0.0,15
136,9290,0.0,15
137,9291,0.0,15
138,9292,0.0,15
139,9293,0.0,15
140,9294,0.0,15
141,9295,0.0,15
142,9296,0.0,15
143,9297,0.0,15
144,9298,0.0,15
145,9299,0.0,15
146,9300,0.0,15
147,9301,0.0,15
148,9302,0.0,15
149,9303,0.0,15
150,9304,6.78281882008197,15
151,9305,0.0,15
152,9306,0.0,15
153,9307,0.0,15
154,9308,0.0,15
155,9309,0.0,15
156,9310,0.0,15
157,9311,0.0,15
158,9312,0.0,15
159,9313,0.0,15
160,9314,0.0,15
161,9315,0.0,15
162,9316,0.0,15
163,9317,0.0,15
164,9318,0.0,15
165,9319,0.0,15
166,9320,0.0,15
167,9321,0.0,15
168,9322,0.0,15
169,9323,0.0,10
170,9324,0.0,15
171,9325,0.0,15
172,9326,0.0,15
173,9327,0.0,15
174,9328,0.0,15
175,9329,0.0,15
176,9330,0.0,15
177,9331,0.0,10
178,9332,0.0,10
179,9333,0.0,15
180,9334,0.0,15
181,9335,0.0,15
182,9336,0.0,10
183,9337,0.0,15
184,9338,0.0,15
185,9339,0.0,15
186,9340,0.0,15
187,9341,0.0,10
188,9342,0.0,15
189,9343,0.0,15
190,9344,0.0,15
191,9345,0.0,15
192,9346,0.0,15
193,9347,0.0,15
194,9348,0.0,15
195,9349,0.0,15
196,9350,0.0,15
197,9351,0.0,15
198,9352,0.0,15
199,9353,0.0,15
200,9354,0.0,15
201,9355,0.0,15
202,9356,0.0,15
203,9357,0.0,15
204,9358,0.0,15
205,9359,0.0,15
206,9360,0.0,15
207,9361,0.0,15
208,9362,0.0,15
209,9363,0.0,15
210,9364,0.0,15
211,9365,0.0,15
212,9366,0.0,15
213,9367,0.0,15
214,9368,0.0,15
215,9369,0.0,15
216,9370,0.0,15
217,9371,0.0,15
218,9372,0.0,15
219,9373,0.0,15
220,9374,0.0,15
221,9375,0.0,15
222,9376,0.0,15
223,9377,0.0,15
224,9378,0.0,15
225,9379,0.0,15
226,9380,0.0,10
227,9381,0.0,15
228,9382,0.0,15
229,9383,0.0,15
230,9384,0.0,15
231,9385,0.0,15
232,9386,0.0,15
233,9387,0.0,15
234,9388,0.0,15
235,9389,0.0,15
236,9390,0.0,15
237,9391,0.0,15
238,9392,0.0,15
239,9393,0.0,10
240,9394,0.0,10
241,9395,0.0,15
242,9396,0.0,15
243,9397,0.0,10
244,9398,0.0,15
245,9399,0.0,15
246,9400,0.0,15
247,9401,0.0,15
248,9402,0.0,15
249,9403,0.0,15
250,9404,0.0,15
251,9405,0.0,15
252,9406,0.0,10
253,9407,0.0,15
254,9408,6.318596728917266,15
255,9409,0.0,15
256,9410,0.0,15
257,9411,0.0,15
258,9412,0.0,15
259,9413,0.0,15
260,9414,0.0,15
261,9415,0.0,15
262,9416,0.0,15
263,9417,0.0,15
264,9418,0.0,15
265,9419,0.0,15
266,9420,0.0,15
267,9421,0.0,15
268,9422,0.0,15
269,9423,0.0,15
270,9424,0.0,15
271,9425,0.0,15
272,9426,0.0,15
273,9427,0.0,15
274,9428,0.0,15
275,9429,0.0,15
276,9430,0.0,15
277,9431,0.0,15
278,9432,0.0,15
279,9433,0.0,15
280,9434,0.0,15
281,9435,0.0,15
282,9436,0.0,15
283,9437,0.0,15
284,9438,0.0,15
285,9439,0.0,10
286,9440,0.0,15
287,9441,0.0,15
288,9442,0.0,15
289,9443,0.0,15
290,9444,0.0,15
291,9445,0.0,15
292,9446,0.0,15
293,9447,0.0,15
294,9448,0.0,15
295,9449,0.0,15
296,9450,0.0,15
297,9451,0.0,15
298,9452,0.0,15
299,9453,0.0,15
300,9454,0.0,15
301,9455,0.0,15
302,9456,0.0,15
303,9457,0.0,15
304,9458,0.0,15
305,9459,0.0,15
306,9460,0.0,15
307,9461,0.0,15
308,9462,0.0,15
309,9463,0.0,15
310,9464,0.0,15
311,9465,0.0,15
312,9466,0.0,15
313,9467,0.0,15
314,9468,0.0,15
315,9469,0.0,15
316,9470,0.0,15
317,9471,0.0,15
318,9472,0.0,15
319,9473,0.0,15
320,9474,0.0,15
321,9475,0.0,15
322,9476,0.0,15
323,9477,0.0,15
324,9478,0.0,15
325,9479,0.0,15
326,9480,0.0,15
327,9481,0.0,15
328,9482,0.0,15
329,9483,0.0,15
330,9484,0.0,15
331,9485,0.0,15
332,9486,0.0,15
333,9487,0.0,15
334,9488,0.0,15
335,9489,0.0,15
336,9490,0.0,15
337,9491,0.0,15
338,9492,0.0,15
339,9493,0.0,15
340,9494,0.0,15
341,9495,0.0,15
342,9496,0.0,15
343,9497,0.0,15
344,9498,0.0,15
345,9499,0.0,15
346,9500,0.0,15
347,9501,0.0,15
348,9502,0.0,15
349,9503,0.0,15
350,9504,0.0,15
351,9505,0.0,15
352,9506,0.0,15
353,9507,0.0,15
354,9508,0.0,15
355,9509,0.0,15
356,9510,0.0,15
357,9511,0.0,15
358,9512,0.0,15
359,9513,0.0,15
360,9514,0.0,15
361,9515,0.0,15
362,9516,0.0,15
363,9517,0.0,15
364,9518,0.0,15
365,9519,0.0,15
366,9520,0.0,15
367,9521,0.0,13
368,9522,0.0,15
369,9523,0.0,15
370,9524,0.0,15
371,9525,0.0,15
372,9526,0.0,15
373,9527,0.0,15
374,9528,0.0,15
375,9529,0.0,15
376,9530,0.0,15
377,9531,0.0,15
378,9532,0.0,15
379,9533,0.0,15
380,9534,0.0,15
381,9535,0.0,15
382,9536,0.0,15
383,9537,0.0,15
384,9538,0.0,15
385,9539,0.0,15
386,9540,0.0,15
387,9541,0.0,15
388,9542,0.0,15
389,9543,0.0,15
390,9544,0.0,15
391,9545,0.0,15
392,9546,0.0,15
393,9547,0.0,15
394,9548,0.0,15
395,9549,0.0,15
396,9550,0.0,15
397,9551,0.0,15
398,9552,0.0,15
399,9553,0.0,15
400,9554,0.0,15
401,9555,0.0,15
402,9556,0.0,15
403,9557,0.0,15
404,9558,0.0,15
405,9559,0.0,15
406,9560,0.0,15
407,9561,0.0,15
408,9562,0.0,15
409,9563,0.0,15
410,9564,0.0,15
411,9565,0.0,15
412,9566,0.0,15
413,9567,0.0,15
414,9568,0.0,15
415,9569,0.0,15
416,9570,0.0,15
417,9571,0.0,15
418,9572,0.0,15
419,9573,0.0,15
420,9574,0.0,15
421,9575,0.0,15
422,9576,0.0,15
423,9577,0.0,15
424,9578,0.0,15
425,9579,0.0,15
426,9580,0.0,15
427,9581,0.0,15
428,9582,0.0,15
429,9583,0.0,15
430,9584,0.0,15
431,9585,0.0,15
432,9586,0.0,15
433,9587,0.0,15
434,9588,0.0,15
435,9589,0.0,15
436,9590,0.0,15
437,9591,0.0,15
438,9592,0.0,15
439,9593,0.0,15
440,9594,0.0,15
441,9595,0.0,15
442,9596,0.0,15
443,9597,0.0,15
444,9598,0.0,15
445,9599,0.0,15
446,9600,0.0,15
447,9601,0.0,15
448,9602,0.0,15
449,9603,0.0,15
450,9604,0.0,15
451,9605,0.0,15
452,9606,0.0,15
453,9607,0.0,15
454,9608,0.0,15
455,9609,0.0,15
456,9610,0.0,15
457,9611,0.0,15
458,9612,0.0,15
459,9613,0.0,15
460,9614,0.0,15
461,9615,0.0,15
462,9616,0.0,15
463,9617,0.0,15
464,9618,0.0,15
465,9619,0.0,15
466,9620,0.0,15
467,9621,0.0,15
468,9622,0.0,15
469,9623,0.0,15
470,9624,0.0,15
471,9625,0.0,15
472,9626,0.0,15
473,9627,0.0,15
474,9628,6.467618928138138,15
475,9629,0.0,15
476,9630,0.0,15
477,9631,0.0,15
478,9632,0.0,15
479,9633,0.0,15
480,9634,0.0,15
481,9635,0.0,15
482,9636,0.0,15
483,9637,0.0,15
484,9638,0.0,15
485,9639,0.0,15
486,9640,0.0,15
487,9641,0.0,15
488,9642,0.0,15
489,9643,0.0,15
490,9644,0.0,15
491,9645,0.0,15
492,9646,0.0,15
493,9647,0.0,15
494,9648,0.0,15
495,9649,0.0,15
496,9650,0.0,15
497,9651,0.0,15
498,9652,0.0,15
499,9653,0.0,15
500,9654,0.0,15
501,9655,0.0,15
502,9656,0.0,15
503,9657,0.0,15
504,9658,0.0,15
505,9659,0.0,15
506,9660,0.0,15
507,9661,0.0,15
508,9662,0.0,15
509,9663,0.0,15
510,9664,0.0,15
511,9665,0.0,15
512,9666,0.0,15
513,9667,0.0,15
514,9668,0.0,15
515,9669,0.0,15
516,9670,0.0,15
517,9671,0.0,15
518,9672,0.0,15
519,9673,0.0,15
520,9674,0.0,15
521,9675,0.0,15
522,9676,0.0,15
523,9677,0.0,15
524,9678,0.0,15
525,9679,0.0,15
526,9680,0.0,15
527,9681,0.0,15
528,9682,0.0,15
529,9683,0.0,15
530,9684,0.0,15
531,9685,0.0,15
532,9686,0.0,15
533,9687,0.0,15
534,9688,0.0,15
535,9689,0.0,15
536,9690,0.0,15
537,9691,0.0,15
538,9692,0.0,15
539,9693,0.0,15
540,9694,0.0,15
541,9695,0.0,15
542,9696,0.0,15
543,9697,0.0,15
544,9698,0.0,15
545,9699,0.0,15
546,9700,0.0,15
547,9701,0.0,15
548,9702,0.0,15
549,9703,0.0,15
550,9704,0.0,15
551,9705,0.0,15
552,9706,0.0,15
553,9707,0.0,15
554,9708,0.0,15
555,9709,0.0,15
556,9710,0.0,15
557,9711,0.0,15
558,9712,0.0,15
559,9713,0.0,15
560,9714,0.0,15
561,9715,0.0,15
562,9716,0.0,15
563,9717,0.0,15
564,9718,0.0,15
565,9719,0.0,15
566,9720,0.0,15
567,9721,0.0,15
568,9722,0.0,15
569,9723,0.0,15
570,9724,0.0,15
571,9725,0.0,15
572,9726,0.0,15
573,9727,0.0,15
574,9728,0.0,15
575,9729,0.0,15
576,9730,0.0,15
577,9731,0.0,15
578,9732,0.0,15
579,9733,4.403586959249714,15
580,9734,0.0,15
581,9735,0.0,15
582,9736,0.0,15
583,9737,0.0,15
584,9738,0.0,15
585,9739,0.0,15
586,9740,0.0,15
587,9741,0.0,15
588,9742,0.0,15
589,9743,0.0,15
590,9744,0.0,15
591,9745,0.0,15
592,9746,0.0,15
593,9747,0.0,15
594,9748,0.0,15
595,9749,0.0,15
596,9750,0.0,15
597,9751,0.0,15
598,9752,0.0,15
599,9753,0.0,15
600,9754,0.0,15
601,9755,0.0,15
602,9756,0.0,15
603,9757,0.0,15
604,9758,0.0,15
605,9759,0.0,15
606,9760,0.0,15
607,9761,0.0,15
608,9762,0.0,15
609,9763,0.0,15
610,9764,0.0,15
611,9765,0.0,15
612,9766,0.0,15
613,9767,0.0,15
614,9768,0.0,15
615,9769,0.0,15
616,9770,0.0,15
617,9771,0.0,15
618,9772,0.0,15
619,9773,0.0,15
620,9774,0.0,15
621,9775,0.0,15
622,9776,0.0,15
623,9777,0.0,15
624,9778,0.0,15
625,9779,0.0,15
626,9780,0.0,15
627,9781,0.0,15
628,9782,0.0,15
629,9783,0.0,15
630,9784,0.0,15
631,9785,0.0,15
632,9786,0.0,15
633,9787,0.0,15
634,9788,0.0,15
635,9789,0.0,15
636,9790,0.0,15
637,9791,0.0,15
638,9792,0.0,15
639,9793,0.0,15
640,9794,0.0,15
641,9795,0.0,15
642,9796,0.0,15
643,9797,0.0,15
644,9798,0.0,15
645,9799,0.0,15
646,9800,0.0,15
647,9801,0.0,15
648,9802,0.0,15
649,9803,0.0,15
650,9804,0.0,15
651,9805,0.0,15
652,9806,0.0,15
653,9807,0.0,15
654,9808,0.0,15
655,9809,0.0,15
656,9810,0.0,15
657,9811,0.0,15
658,9812,0.0,15
659,9813,0.0,10
660,9814,0.0,15
661,9815,0.0,15
662,9816,0.0,15
663,9817,0.0,15
664,9818,0.0,15
665,9819,0.0,15
666,9820,0.0,15
667,9821,0.0,10
668,9822,0.0,15
669,9823,0.0,10
670,9824,0.0,15
671,9825,0.0,10
672,9826,0.0,15
673,9827,0.0,15
674,9828,0.0,15
675,9829,0.0,10
676,9830,0.0,15
677,9831,0.0,15
678,9832,0.0,15
679,9833,0.0,15
680,9834,0.0,15
681,9835,0.0,15
682,9836,0.0,15
683,9837,0.0,15
684,9838,0.0,15
685,9839,0.0,15
686,9840,0.0,15
687,9841,0.0,10
688,9842,0.0,15
689,9843,0.0,15
690,9844,0.0,15
691,9845,0.0,10
692,9846,0.0,15
693,9847,0.0,15
694,9848,0.0,15
695,9849,0.0,10
696,9850,0.0,10
697,9851,0.0,15
698,9852,0.0,15
699,9853,0.0,15
700,9854,0.0,15
701,9855,0.0,15
702,9856,0.0,15
703,9857,0.0,15
704,9858,0.0,15
705,9859,0.0,15
706,9860,0.0,15
707,9861,0.0,15
708,9862,0.0,15
709,9863,0.0,15
710,9864,0.0,15
711,9865,0.0,15
712,9866,0.0,10
713,9867,0.0,15
714,9868,0.0,15
715,9869,0.0,15
716,9870,0.0,10
717,9871,0.0,15
718,9872,0.0,15
719,9873,0.0,15
720,9874,0.0,15
721,9875,0.0,15
722,9876,0.0,15
723,9877,0.0,15
724,9878,0.0,15
725,9879,0.0,15
726,9880,0.0,15
727,9881,0.0,15
728,9882,0.0,15
729,9883,0.0,15
730,9884,0.0,15
731,9885,0.0,15
732,9886,0.0,15
733,9887,0.0,15
734,9888,0.0,15
735,9889,0.0,15
736,9890,0.0,15
737,9891,0.0,15
738,9892,0.0,15
739,9893,0.0,15
740,9894,0.0,15
741,9895,0.0,15
742,9896,0.0,15
743,9897,0.0,15
744,9898,0.0,15
745,9899,0.0,15
746,9900,0.0,15
747,9901,0.0,15
748,9902,0.0,15
749,9903,0.0,15
750,9904,0.0,15
751,9905,0.0,15
752,9906,0.0,15
753,9907,0.0,15
754,9908,0.0,15
755,9909,0.0,15
756,9910,0.0,15
757,9911,0.0,15
758,9912,0.0,15
759,9913,0.0,15
760,9914,0.0,15
761,9915,0.0,15
762,9916,0.0,15
763,9917,0.0,15
764,9918,0.0,15
765,9919,0.0,15
766,9920,0.0,15
767,9921,0.0,15
768,9922,0.0,15
769,9923,0.0,15
770,9924,0.0,15
771,9925,0.0,15
772,9926,0.0,10
773,9927,0.0,15
774,9928,0.0,15
775,9929,0.0,15
776,9930,0.0,15
777,9931,0.0,15
778,9932,0.0,15
779,9933,0.0,15
780,9934,0.0,15
781,9935,0.0,15
782,9936,0.0,15
783,9937,0.0,15
784,9938,0.0,15
785,9939,0.0,15
786,9940,0.0,15
787,9941,0.0,15
788,9942,0.0,15
789,9943,0.0,15
790,9944,0.0,15
791,9945,0.0,15
792,9946,0.0,15
793,9947,0.0,15
794,9948,0.0,15
795,9949,0.0,15
796,9950,0.0,15
797,9951,0.0,15
798,9952,0.0,15
799,9953,0.0,15
800,9954,0.0,15
801,9955,0.0,15
802,9956,0.0,15
803,9957,0.0,15
804,9958,0.0,15
805,9959,0.0,15
806,9960,0.0,15
807,9961,15.191238116497477,15
808,9962,0.0,15
809,9963,0.0,15
810,9964,0.0,15
811,9965,0.0,15
812,9966,0.0,15
813,9967,0.0,15
814,9968,0.0,15
815,9969,0.0,15
816,9970,0.0,15
817,9971,0.0,15
818,9972,0.0,15
819,9973,0.0,15
820,9974,8.477215736523194,15
821,9975,0.0,15
822,9976,0.0,15
823,9977,0.0,15
824,9978,0.0,15
825,9979,0.0,15
826,9980,0.0,15
827,9981,0.0,15
828,9982,0.0,15
829,9983,0.0,15
830,9984,0.0,15
831,9985,0.0,15
832,9986,0.0,15
833,9987,0.0,15
834,9988,0.0,15
835,9989,0.0,15
836,9990,0.0,15
837,9991,0.0,15
838,9992,0.0,15
839,9993,0.0,15
840,9994,0.0,15
841,9995,0.0,15
842,9996,0.0,15
843,9997,0.0,15
844,9998,0.0,15
845,9999,0.0,15
846,10000,0.0,15
847,10001,0.0,15
848,10002,0.0,15
849,10003,0.0,15
850,10004,0.0,15
851,10005,0.0,15
852,10006,0.0,15
853,10007,0.0,15
854,10008,0.0,15
855,10009,0.0,15
856,10010,0.0,15
857,10011,0.0,15
858,10012,0.0,15
859,10013,0.0,15
860,10014,0.0,15
861,10015,0.0,15
862,10016,0.0,15
863,10017,0.0,15
864,10018,0.0,15
865,10019,0.0,15
866,10020,0.0,15
867,10021,0.0,15
868,10022,0.0,15
869,10023,0.0,15
870,10024,0.0,15
871,10025,0.0,15
872,10026,0.0,15
873,10027,0.0,15
874,10028,0.0,15
875,10029,0.0,15
876,10030,0.0,15
877,10031,0.0,15
878,10032,0.0,15
879,10033,0.0,15
880,10034,0.0,15
881,10035,0.0,15
882,10036,0.0,15
883,10037,0.0,15
884,10038,0.0,15
885,10039,0.0,15
886,10040,0.0,15
887,10041,0.0,15
888,10042,0.0,15
889,10043,0.0,15
890,10044,0.0,15
891,10045,0.0,15
892,10046,0.0,15
893,10047,0.0,15
894,10048,0.0,15
895,10049,0.0,15
896,10050,0.0,15
897,10051,0.0,15
898,10052,0.0,15
899,10053,0.0,15
900,10054,0.0,15
901,10055,0.0,15
902,10056,0.0,15
903,10057,0.0,15
904,10058,0.0,15
905,10059,0.0,15
906,10060,0.0,15
907,10061,0.0,15
908,10062,0.0,15
909,10063,0.0,15
910,10064,0.0,15
911,10065,0.0,15
912,10066,0.0,15
913,10067,0.0,15
914,10068,0.0,15
915,10069,0.0,15
916,10070,0.0,15
917,10071,0.0,15
918,10072,0.0,15
919,10073,0.0,15
920,10074,0.0,15
921,10075,0.0,15
922,10076,0.0,15
923,10077,0.0,15
924,10078,0.0,15
925,10079,0.0,15
926,10080,0.0,15
927,10081,0.0,15
928,10082,0.0,15
929,10083,0.0,15
930,10084,0.0,15
931,10085,0.0,15
932,10086,0.0,15
933,10087,0.0,15
934,10088,0.0,15
935,10089,0.0,15
936,10090,0.0,15
937,10091,0.0,15
938,10092,0.0,15
939,10093,0.0,15
940,10094,86.98389340603397,15
941,10095,0.0,15
942,10096,0.0,15
943,10097,0.0,15
944,10098,0.0,15
945,10099,0.0,15
946,10100,0.0,15
947,10101,0.0,15
948,10102,0.0,15
949,10103,0.0,15
950,10104,0.0,15
951,10105,0.0,15
952,10106,0.0,15
953,10107,0.0,15
954,10108,0.0,15
955,10109,0.0,15
956,10110,0.0,15
957,10111,0.0,15
958,10112,0.0,15
959,10113,0.0,15
960,10114,0.0,15
961,10115,0.0,15
962,10116,0.0,15
963,10117,0.0,15
964,10118,0.0,15
965,10119,10.875416475151193,15
966,10120,0.0,15
967,10121,0.0,15
968,10122,0.0,15
969,10123,0.0,15
970,10124,0.0,15
971,10125,0.0,15
972,10126,0.0,15
973,10127,0.0,15
974,10128,0.0,15
975,10129,0.0,15
976,10130,0.0,15
977,10131,0.0,15
978,10132,0.0,15
979,10133,0.0,15
980,10134,0.0,15
981,10135,0.0,15
982,10136,0.0,15
983,10137,0.0,10
984,10138,0.0,15
985,10139,0.0,15
986,10140,0.0,15
987,10141,0.0,15
988,10142,0.0,15
989,10143,0.0,15
990,10144,0.0,15
991,10145,0.0,15
992,10146,0.0,15
993,10147,0.0,15
994,10148,0.0,15
995,10149,0.0,15
996,10150,0.0,15
997,10151,0.0,15
998,10152,0.0,15
999,10153,0.0,15
